crashkey,date_id,time_id,holiday_id,location_id,road_id,outcome_id,vehicle_id,gender_id,person_id,age_id,crash_count,fatality_count
15361,D1170,T341,H2,L897,R18,O1,V8,G1,P4,A67,1,1
15362,D1171,T114,H2,L879,R18,O1,V1,G1,P4,A29,1,1
15363,D1171,T116,H2,L903,R18,O1,V1,G1,P1,A95,1,1
15364,D1171,T133,H2,L897,R6,O1,V1,G2,P1,A67,1,1
15365,D1171,T321,H2,L897,R23,O2,V1,G1,P1,A43,1,1
15366,D1171,T149,H2,L879,R18,O2,V1,G1,P3,A56,1,1
15367,D1171,T600,H2,L897,R18,O1,V1,G2,P4,A96,1,1
15368,D1171,T555,H2,L172,R19,O2,V1,G2,P1,A66,1,1
15369,D1171,T190,H2,L879,R18,O2,V1,G1,P2,A70,1,1
15370,D1171,T190,H2,L879,R18,O1,V1,G1,P4,A1,1,1
15371,D1171,T108,H2,L879,R18,O1,V1,G2,P1,A76,1,1
15372,D1171,T124,H2,L897,R36,O1,V1,G2,P4,A12,1,1
15373,D1172,T589,H2,L897,R19,O1,V1,G1,P1,A6,1,1
15374,D1172,T657,H2,L897,R36,O2,V1,G1,P1,A60,1,1
15375,D1172,T147,H2,L903,R19,O1,V1,G1,P1,A24,1,1
15376,D1172,T242,H2,L172,R32,O1,V1,G1,P1,A15,1,1
15377,D1172,T184,H2,L879,R18,O1,V1,G1,P3,A58,1,1
15378,D1172,T244,H2,L172,R19,O2,V5,G1,P1,A80,1,1
15379,D1172,T169,H2,L903,R18,O2,V2,G2,P1,A12,1,1
15380,D1172,T315,H2,L172,R32,O1,V1,G1,P3,A41,1,1
15381,D1172,T120,H2,L897,R32,O2,V5,G1,P1,A47,1,1
15382,D1172,T136,H2,L879,R32,O1,V1,G2,P2,A51,1,1
15383,D1172,T413,H2,L172,R19,O2,V1,G1,P1,A68,1,1
15384,D1172,T745,H2,L897,R32,O7,V1,G2,P2,A94,1,3
15385,D1172,T745,H2,L897,R32,O7,V1,G1,P1,A58,1,3
15386,D1172,T745,H2,L897,R32,O7,V1,G2,P2,A99,1,3
15387,D1172,T215,H2,L903,R19,O2,V1,G1,P2,A51,1,1
15388,D1172,T173,H2,L897,R19,O4,V1,G1,P2,A54,1,2
15389,D1172,T173,H2,L897,R19,O4,V1,G1,P1,A26,1,2
15390,D1172,T1504,H2,L107,R79,O1,V1,G2,P2,A41,1,1
15391,D1172,T112,H2,L879,R18,O1,V1,G1,P4,A44,1,1
15392,D1172,T371,H2,L897,R32,O2,V2,G1,P1,A4,1,1
15393,D1173,T359,H2,L879,R18,O1,V1,G1,P1,A53,1,1
15394,D1173,T147,H2,L107,R15,O1,V1,G2,P1,A60,1,1
15395,D1173,T385,H2,L903,R32,O1,V1,G1,P2,A71,1,1
15396,D1173,T244,H2,L897,R32,O1,V1,G2,P2,A4,1,1
15397,D1173,T547,H2,L172,R18,O1,V1,G2,P4,A73,1,1
15398,D1174,T366,H2,L172,R32,O1,V1,G1,P1,A23,1,1
15399,D1174,T114,H2,L897,R32,O1,V1,G1,P1,A18,1,1
15400,D1174,T1524,H2,L107,R15,O1,V1,G1,P1,A39,1,1
15401,D1174,T423,H2,L107,R18,O1,V1,G1,P8,A31,1,1
15402,D1174,T633,H2,L903,R15,O1,V1,G1,P1,A11,1,1
15403,D1174,T207,H2,L123,R54,O2,V1,G1,P4,A31,1,1
15404,D1174,T147,H2,L897,R19,O2,V1,G1,P3,A8,1,1
15405,D1174,T635,H2,L897,R32,O3,V1,G2,P2,A48,1,2
15406,D1174,T635,H2,L897,R32,O3,V1,G1,P2,A2,1,2
15407,D1174,T149,H2,L879,R19,O1,V1,G1,P1,A2,1,1
15408,D1174,T513,H2,L172,R32,O1,V1,G1,P3,A63,1,1
15409,D1174,T200,H2,L107,R18,O2,V1,G1,P3,A8,1,1
15410,D1174,T188,H2,L172,R32,O2,V1,G1,P3,A11,1,1
15411,D1174,T717,H2,L107,R15,O2,V1,G1,P3,A67,1,1
15412,D1174,T203,H2,L172,R18,O1,V1,G2,P4,A16,1,1
15413,D1174,T165,H2,L107,R15,O1,V1,G1,P3,A44,1,1
15414,D1174,T157,H2,L879,R18,O1,V1,G1,P3,A17,1,1
15415,D1174,T189,H2,L897,R32,O1,V1,G2,P1,A48,1,1
15416,D1174,T264,H2,L897,R32,O2,V2,G1,P3,A80,1,1
15417,D1174,T352,H2,L897,R32,O1,V1,G1,P3,A3,1,1
15418,D1174,T191,H2,L172,R18,O2,V1,G1,P3,A72,1,1
15419,D1174,T399,H2,L107,R19,O1,V1,G1,P1,A3,1,1
15420,D1174,T1186,H2,L897,R36,O2,V5,G1,P3,A40,1,1
15421,D1174,T445,H2,L107,R19,O1,V1,G2,P1,A17,1,1
15422,D1175,T177,H2,L172,R15,O2,V1,G2,P4,A40,1,1
15423,D1175,T1494,H2,L897,R6,O1,V1,G1,P2,A2,1,1
15424,D1175,T114,H2,L172,R18,O1,V1,G1,P1,A22,1,1
15425,D1175,T1018,H2,L897,R32,O1,V1,G1,P1,A15,1,1
15426,D1175,T606,H2,L107,R18,O1,V1,G2,P8,A40,1,1
15427,D1175,T129,H2,L107,R36,O1,V1,G1,P1,A2,1,1
15428,D1175,T241,H2,L879,R32,O2,V7,G1,P1,A23,1,1
15429,D1175,T393,H2,L897,R32,O2,V1,G1,P3,A11,1,1
15430,D1175,T403,H2,L897,R6,O3,V1,G1,P2,A72,1,2
15431,D1175,T403,H2,L897,R6,O3,V1,G1,P1,A2,1,2
15432,D1175,T599,H2,L897,R6,O2,V1,G1,P1,A51,1,1
15433,D1175,T149,H2,L879,R18,O2,V1,G1,P3,A71,1,1
15434,D1175,T120,H2,L879,R19,O1,V1,G1,P3,A15,1,1
15435,D1175,T418,H2,L172,R32,O2,V1,G2,P3,A6,1,1
15436,D1175,T136,H2,L879,R36,O1,V1,G1,P3,A32,1,1
15437,D1175,T157,H2,L107,R23,O2,V1,G1,P1,A31,1,1
15438,D1175,T445,H2,L172,R23,O2,V1,G1,P1,A50,1,1
15439,D1176,T848,H2,L107,R32,O1,V1,G1,P1,A31,1,1
15440,D1176,T184,H2,L879,R19,O2,V1,G1,P1,A37,1,1
15441,D1176,T169,H2,L879,R32,O2,V2,G2,P2,A64,1,1
15442,D1176,T149,H2,L897,R32,O4,V1,G1,P1,A90,1,2
15443,D1176,T149,H2,L897,R32,O4,V1,G2,P2,A90,1,2
15444,D1176,T872,H2,L769,R19,O2,V2,G1,P1,A5,1,1
15445,D1176,T105,H2,L879,R23,O2,V8,G1,P1,A2,1,1
15446,D1176,T191,H2,L107,R18,O2,V1,G1,P5,A17,1,1
15447,D1176,T191,H2,L879,R18,O2,V1,G1,P4,A93,1,1
15448,D1176,T383,H2,L172,R36,O1,V1,G1,P4,A2,1,1
15449,D1177,T145,H2,L172,R19,O1,V1,G1,P1,A8,1,1
15450,D1177,T136,H2,L903,R15,O4,V1,G1,P3,A16,1,2
15451,D1177,T136,H2,L903,R15,O4,V1,G2,P8,A30,1,2
15452,D1177,T136,H2,L897,R32,O2,V1,G2,P1,A73,1,1
15453,D1177,T1113,H2,L172,R19,O1,V1,G1,P1,A51,1,1
15454,D1178,T114,H2,L172,R32,O3,V1,G1,P1,A20,1,2
15455,D1178,T114,H2,L172,R32,O3,V1,G1,P2,A48,1,2
15456,D1178,T1075,H2,L107,R32,O2,V1,G1,P3,A32,1,1
15457,D1178,T702,H2,L172,R32,O2,V2,G1,P1,A39,1,1
15458,D1178,T426,H2,L172,R36,O1,V1,G1,P4,A20,1,1
15459,D1178,T1364,H2,L172,R18,O1,V1,G2,P4,A16,1,1
15460,D1178,T325,H2,L107,R18,O1,V2,G1,P4,A6,1,1
15461,D1178,T131,H2,L903,R15,O2,V2,G1,P1,A39,1,1
15462,D1178,T707,H2,L897,R32,O2,V5,G1,P1,A72,1,1
15463,D1178,T403,H2,L897,R15,O4,V2,G2,P2,A16,1,2
15464,D1178,T403,H2,L897,R15,O4,V2,G2,P2,A9,1,2
15465,D1178,T441,H2,L897,R36,O2,V1,G1,P3,A15,1,1
15466,D1178,T340,H2,L897,R18,O2,V1,G2,P1,A89,1,1
15467,D1178,T349,H2,L903,R15,O2,V5,G2,P1,A33,1,1
15468,D1178,T328,H2,L172,R32,O4,V1,G1,P1,A61,1,2
15469,D1178,T328,H2,L172,R32,O4,V1,G2,P1,A22,1,2
15470,D1178,T654,H2,L172,R19,O2,V5,G1,P3,A17,1,1
15471,D1178,T108,H2,L879,R18,O2,V2,G2,P1,A39,1,1
15472,D1178,T317,H2,L903,R6,O2,V2,G2,P1,A44,1,1
15473,D1178,T400,H2,L897,R32,O1,V1,G1,P2,A39,1,1
15474,D1179,T598,H2,L172,R32,O1,V1,G1,P1,A43,1,1
15475,D1179,T702,H2,L172,R19,O2,V1,G2,P1,A72,1,1
15476,D1179,T548,H2,L107,R6,O1,V1,G1,P1,A69,1,1
15477,D1179,T1060,H2,L172,R19,O2,V1,G2,P5,A54,1,1
15478,D1179,T416,H2,L897,R36,O1,V1,G2,P4,A1,1,1
15479,D1179,T149,H2,L879,R36,O1,V1,G2,P1,A56,1,1
15480,D1179,T315,H2,L123,R54,O1,V1,G1,P2,A88,1,1
15481,D1179,T105,H2,L879,R32,O2,V1,G1,P1,A80,1,1
15482,D1179,T842,H2,L172,R18,O2,V1,G1,P3,A13,1,1
15483,D1179,T136,H2,L879,R32,O1,V1,G1,P3,A30,1,1
15484,D1179,T420,H2,L897,R32,O2,V4,G1,P1,A29,1,1
15485,D1179,T190,H2,L107,R36,O1,V1,G1,P5,A47,1,1
15486,D1179,T108,H2,L879,R18,O1,V1,G2,P2,A42,1,1
15487,D1180,T401,H2,L897,R23,O2,V1,G1,P1,A32,1,1
15488,D1180,T952,H2,L769,R32,O1,V1,G1,P2,A31,1,1
15489,D1180,T1194,H2,L903,R23,O1,V1,G1,P1,A54,1,1
15490,D1180,T640,H2,L897,R19,O1,V1,G2,P1,A39,1,1
15491,D1180,T195,H2,L172,R19,O1,V1,G1,P1,A49,1,1
15492,D1180,T359,H2,L897,R18,O2,V1,G1,P3,A40,1,1
15493,D1180,T178,H2,L172,R32,O2,V1,G2,P2,A57,1,1
15494,D1180,T232,H2,L903,R36,O1,V1,G1,P4,A65,1,1
15495,D1180,T278,H2,L107,R15,O1,V1,G1,P3,A57,1,1
15496,D1180,T418,H2,L172,R18,O1,V1,G1,P4,A34,1,1
15497,D1180,T136,H2,L897,R19,O2,V1,G2,P2,A80,1,1
15498,D1180,T296,H2,L172,R32,O2,V1,G2,P1,A19,1,1
15499,D1180,T443,H2,L172,R32,O1,V1,G1,P4,A22,1,1
15500,D1180,T219,H2,L107,R15,O1,V1,G2,P2,A21,1,1
15501,D1181,T114,H2,L107,R18,O1,V1,G1,P1,A44,1,1
15502,D1181,T633,H2,L107,R15,O2,V7,G1,P4,A3,1,1
15503,D1181,T226,H2,L903,R32,O1,V1,G1,P1,A23,1,1
15504,D1181,T1352,H2,L903,R18,O1,V1,G1,P2,A51,1,1
15505,D1181,T359,H2,L172,R32,O1,V1,G1,P1,A40,1,1
15506,D1181,T115,H2,L879,R18,O2,V1,G1,P5,A17,1,1
15507,D1181,T1012,H2,L897,R32,O1,V1,G1,P1,A29,1,1
15508,D1181,T169,H2,L903,R19,O2,V1,G1,P3,A9,1,1
15509,D1181,T1025,H2,L123,R32,O1,V1,G1,P1,A2,1,1
15510,D1181,T178,H2,L172,R18,O2,V1,G1,P8,A15,1,1
15511,D1181,T340,H2,L107,R32,O2,V1,G2,P3,A56,1,1
15512,D1181,T171,H2,L897,R32,O2,V1,G1,P3,A73,1,1
15513,D1181,T190,H2,L879,R36,O1,V1,G1,P4,A30,1,1
15514,D1181,T459,H2,L107,R15,O1,V1,G2,P2,A42,1,1
15515,D1181,T579,H2,L897,R36,O2,V1,G1,P4,A81,1,1
15516,D1181,T219,H2,L903,R32,O1,V1,G1,P1,A8,1,1
15517,D1181,T1207,H2,L107,R6,O2,V1,G1,P4,A59,1,1
15518,D1181,T174,H2,L107,R36,O1,V1,G1,P1,A5,1,1
15519,D1181,T112,H2,L879,R36,O1,V1,G1,P1,A8,1,1
15520,D1182,T101,H2,L897,R32,O1,V1,G1,P4,A48,1,1
15521,D1182,T271,H2,L879,R18,O1,V1,G1,P1,A13,1,1
15522,D1182,T184,H2,L172,R32,O1,V1,G2,P1,A27,1,1
15523,D1182,T149,H2,L897,R36,O1,V1,G1,P1,A26,1,1
15524,D1182,T339,H2,L107,R23,O2,V1,G1,P3,A22,1,1
15525,D1182,T512,H2,L172,R32,O1,V1,G1,P1,A54,1,1
15526,D1182,T136,H2,L879,R32,O2,V1,G1,P3,A13,1,1
15527,D1182,T785,H2,L107,R36,O1,V1,G1,P4,A83,1,1
15528,D1182,T123,H2,L769,R32,O2,V1,G1,P3,A67,1,1
15529,D1182,T140,H2,L897,R32,O2,V1,G1,P2,A99,1,1
15530,D1182,T749,H2,L107,R18,O2,V1,G1,P3,A33,1,1
15531,D1182,T432,H2,L172,R19,O2,V1,G1,P3,A17,1,1
15532,D1182,T698,H2,L897,R6,O2,V2,G1,P1,A58,1,1
15533,D1182,T1159,H2,L107,R36,O1,V1,G1,P3,A10,1,1
15534,D1182,T219,H2,L879,R19,O2,V1,G2,P2,A74,1,1
15535,D1183,T283,H2,L107,R32,O1,V1,G1,P1,A66,1,1
15536,D1183,T195,H2,L172,R32,O2,V1,G1,P3,A4,1,1
15537,D1183,T1525,H2,L172,R18,O2,V1,G1,P3,A4,1,1
15538,D1183,T259,H2,L903,R15,O1,V1,G1,P1,A70,1,1
15539,D1183,T359,H2,L879,R32,O2,V1,G1,P1,A44,1,1
15540,D1183,T705,H2,L903,R18,O2,V2,G1,P6,A36,1,1
15541,D1183,T600,H2,L897,R23,O1,V1,G1,P1,A2,1,1
15542,D1183,T200,H2,L897,R36,O2,V1,G1,P1,A78,1,1
15543,D1183,T572,H2,L107,R17,O1,V1,G2,P2,A23,1,1
15544,D1183,T142,H2,L897,R19,O1,V1,G1,P1,A44,1,1
15545,D1184,T114,H2,L879,R32,O1,V1,G1,P1,A2,1,1
15546,D1184,T635,H2,L172,R18,O2,V5,G1,P1,A13,1,1
15547,D1184,T137,H2,L897,R36,O1,V1,G1,P4,A94,1,1
15548,D1184,T296,H2,L897,R36,O1,V1,G2,P4,A95,1,1
15549,D1184,T751,H2,L897,R18,O1,V1,G1,P3,A31,1,1
15550,D1184,T191,H2,L879,R23,O1,V1,G1,P1,A32,1,1
15551,D1185,T1439,H2,L897,R36,O2,V1,G1,P2,A43,1,1
15552,D1185,T114,H2,L879,R18,O1,V1,G1,P1,A44,1,1
15553,D1185,T1352,H2,L897,R32,O1,V1,G1,P1,A54,1,1
15554,D1185,T270,H2,L107,R19,O2,V2,G1,P3,A32,1,1
15555,D1185,T359,H2,L879,R32,O2,V2,G1,P1,A19,1,1
15556,D1185,T359,H2,L172,R19,O2,V1,G1,P5,A5,1,1
15557,D1185,T271,H2,L172,R15,O1,V1,G1,P1,A34,1,1
15558,D1185,T232,H2,L897,R15,O4,V5,G2,P4,A44,1,2
15559,D1185,T232,H2,L897,R15,O4,V5,G1,P4,A66,1,2
15560,D1185,T296,H2,L769,R79,O2,V1,G2,P4,A76,1,1
15561,D1185,T420,H2,L897,R32,O4,V1,G2,P2,A75,1,2
15562,D1185,T420,H2,L897,R32,O4,V1,G2,P2,A1,1,2
15563,D1185,T123,H2,L879,R36,O1,V1,G1,P4,A1,1,1
15564,D1185,T157,H2,L879,R19,O2,V1,G1,P1,A13,1,1
15565,D1185,T216,H2,L107,R19,O1,V1,G1,P3,A23,1,1
15566,D1185,T191,H2,L172,R32,O1,V1,G1,P1,A24,1,1
15567,D1185,T1113,H2,L903,R19,O2,V1,G1,P1,A69,1,1
15568,D1186,T177,H2,L879,R19,O1,V1,G1,P1,A17,1,1
15569,D1186,T224,H2,L903,R32,O1,V1,G1,P1,A72,1,1
15570,D1186,T224,H2,L897,R18,O1,V1,G1,P1,A71,1,1
15571,D1186,T293,H2,L897,R32,O1,V1,G1,P1,A2,1,1
15572,D1186,T227,H2,L897,R32,O2,V1,G1,P3,A33,1,1
15573,D1186,T271,H2,L879,R19,O1,V1,G1,P3,A69,1,1
15574,D1186,T168,H2,L172,R18,O1,V1,G1,P4,A38,1,1
15575,D1186,T441,H2,L897,R32,O1,V1,G1,P1,A27,1,1
15576,D1186,T287,H2,L172,R36,O1,V1,G1,P1,A86,1,1
15577,D1186,T120,H2,L172,R19,O1,V1,G2,P2,A24,1,1
15578,D1186,T140,H2,L172,R32,O1,V1,G1,P2,A34,1,1
15579,D1186,T109,H2,L897,R19,O2,V2,G1,P3,A8,1,1
15580,D1186,T193,H2,L123,R54,O4,V1,G2,P4,A20,1,2
15581,D1186,T193,H2,L123,R54,O4,V1,G2,P4,A8,1,2
15582,D1187,T1141,H2,L172,R18,O1,V1,G1,P4,A31,1,1
15583,D1187,T522,H2,L172,R23,O1,V1,G1,P1,A27,1,1
15584,D1187,T195,H2,L897,R32,O3,V1,G1,P1,A17,1,2
15585,D1187,T195,H2,L897,R32,O3,V1,G2,P2,A44,1,2
15586,D1187,T359,H2,L879,R32,O2,V1,G1,P1,A39,1,1
15587,D1187,T271,H2,L879,R18,O2,V5,G1,P3,A19,1,1
15588,D1187,T115,H2,L879,R32,O2,V7,G1,P1,A22,1,1
15589,D1187,T244,H2,L769,R32,O2,V1,G1,P1,A73,1,1
15590,D1187,T120,H1,L897,R19,O2,V1,G1,P3,A4,1,1
15591,D1187,T120,H2,L879,R18,O1,V1,G1,P2,A17,1,1
15592,D1187,T136,H2,L879,R18,O1,V1,G1,P2,A48,1,1
15593,D1187,T377,H2,L107,R19,O2,V1,G2,P1,A80,1,1
15594,D1187,T528,H2,L172,R19,O2,V1,G2,P1,A73,1,1
15595,D1187,T123,H2,L879,R18,O2,V1,G1,P3,A21,1,1
15596,D1187,T140,H2,L172,R18,O2,V1,G1,P5,A21,1,1
15597,D1187,T189,H2,L897,R36,O1,V1,G1,P2,A48,1,1
15598,D1187,T898,H2,L897,R32,O1,V1,G1,P1,A30,1,1
15599,D1187,T267,H2,L172,R18,O1,V1,G1,P1,A51,1,1
15600,D1188,T519,H2,L107,R23,O1,V1,G1,P1,A17,1,1
15601,D1188,T241,H2,L879,R32,O2,V5,G1,P1,A32,1,1
15602,D1188,T115,H2,L879,R32,O4,V1,G2,P2,A51,1,2
15603,D1188,T115,H2,L879,R32,O4,V1,G1,P2,A10,1,2
15604,D1188,T324,H2,L172,R15,O4,V1,G1,P1,A17,1,2
15605,D1188,T324,H2,L172,R15,O4,V1,G1,P1,A21,1,2
15606,D1188,T184,H2,L897,R32,O1,V1,G2,P1,A4,1,1
15607,D1188,T418,H2,L172,R32,O1,V1,G2,P1,A10,1,1
15608,D1188,T136,H2,L879,R32,O1,V2,G1,P1,A31,1,1
15609,D1188,T627,H2,L172,R32,O1,V1,G2,P2,A50,1,1
15610,D1188,T817,H2,L903,R19,O1,V1,G1,P1,A45,1,1
15611,D1188,T216,H2,L897,R32,O2,V1,G1,P3,A11,1,1
15612,D1188,T190,H2,L897,R18,O1,V1,G1,P3,A69,1,1
15613,D1189,T226,H2,L897,R32,O1,V1,G2,P1,A2,1,1
15614,D1189,T241,H2,L897,R18,O4,V2,G1,P1,A23,1,2
15615,D1189,T241,H2,L897,R18,O4,V2,G1,P4,A79,1,2
15616,D1189,T358,H2,L172,R32,O1,V1,G1,P2,A2,1,1
15617,D1189,T417,H2,L172,R32,O2,V1,G1,P3,A30,1,1
15618,D1189,T321,H2,L903,R32,O2,V1,G1,P2,A44,1,1
15619,D1189,T178,H1,L897,R6,O3,V1,G1,P4,A42,1,2
15620,D1189,T178,H1,L897,R6,O3,V1,G1,P4,A2,1,2
15621,D1189,T105,H2,L897,R18,O1,V1,G1,P3,A17,1,1
15622,D1189,T810,H2,L172,R32,O1,V1,G2,P2,A2,1,1
15623,D1189,T810,H2,L172,R32,O2,V1,G1,P3,A40,1,1
15624,D1189,T123,H2,L903,R32,O2,V1,G1,P2,A85,1,1
15625,D1189,T140,H2,L903,R19,O2,V1,G1,P3,A71,1,1
15626,D1189,T547,H1,L107,R19,O2,V1,G2,P2,A66,1,1
15627,D1189,T219,H2,L107,R18,O1,V1,G1,P2,A17,1,1
15628,D1189,T112,H1,L172,R32,O1,V1,G1,P2,A27,1,1
15629,D1190,T128,H2,L172,R32,O1,V1,G1,P1,A72,1,1
15630,D1190,T761,H2,L172,R19,O2,V1,G1,P1,A15,1,1
15631,D1190,T271,H2,L879,R32,O1,V1,G1,P1,A28,1,1
15632,D1190,T105,H2,L879,R18,O1,V1,G1,P3,A69,1,1
15633,D1190,T526,H2,L897,R32,O2,V1,G1,P1,A20,1,1
15634,D1190,T420,H2,L897,R18,O2,V1,G1,P3,A41,1,1
15635,D1190,T123,H2,L879,R18,O1,V1,G1,P3,A20,1,1
15636,D1190,T280,H2,L172,R32,O2,V1,G1,P1,A39,1,1
15637,D1190,T681,H2,L107,R18,O1,V1,G1,P4,A12,1,1
15638,D1190,T219,H2,L879,R19,O1,V1,G1,P4,A48,1,1
15639,D1190,T112,H2,L172,R23,O1,V1,G2,P2,A51,1,1
15640,D1190,T613,H2,L107,R18,O1,V1,G1,P2,A51,1,1
15641,D1191,T177,H1,L879,R19,O1,V1,G2,P1,A44,1,1
15642,D1191,T1004,H2,L172,R19,O2,V1,G1,P2,A2,1,1
15643,D1191,T1004,H2,L897,R15,O2,V2,G1,P1,A71,1,1
15644,D1191,T195,H1,L879,R19,O1,V1,G1,P2,A71,1,1
15645,D1191,T271,H2,L107,R6,O2,V1,G1,P3,A64,1,1
15646,D1191,T168,H2,L172,R32,O1,V1,G2,P1,A30,1,1
15647,D1191,T213,H2,L897,R15,O7,V2,G2,P2,A65,1,3
15648,D1191,T213,H2,L897,R15,O7,V2,G1,P1,A24,1,3
15649,D1191,T213,H2,L897,R15,O7,V2,G1,P2,A65,1,3
15650,D1191,T315,H1,L897,R17,O1,V1,G1,P3,A11,1,1
15651,D1191,T120,H2,L879,R32,O2,V1,G2,P1,A69,1,1
15652,D1191,T418,H2,L897,R32,O1,V5,G1,P2,A51,1,1
15653,D1191,T249,H2,L769,R32,O2,V2,G2,P1,A40,1,1
15654,D1191,T349,H2,L897,R19,O2,V1,G1,P2,A32,1,1
15655,D1191,T1526,H1,L172,R19,O2,V1,G2,P2,A12,1,1
15656,D1191,T328,H2,L897,R36,O1,V1,G1,P3,A27,1,1
15657,D1191,T329,H2,L172,R36,O1,V2,G1,P4,A29,1,1
15658,D1191,T317,H2,L123,R15,O2,V1,G1,P4,A17,1,1
15659,D1191,T919,H2,L172,R19,O1,V1,G1,P5,A5,1,1
15660,D1192,T342,H2,L107,R18,O1,V1,G2,P4,A1,1,1
15661,D1192,T184,H2,L897,R32,O1,V1,G2,P2,A16,1,1
15662,D1192,T169,H2,L879,R32,O2,V2,G1,P1,A33,1,1
15663,D1192,T120,H2,L879,R19,O2,V1,G2,P1,A71,1,1
15664,D1192,T155,H2,L172,R36,O1,V1,G2,P2,A74,1,1
15665,D1192,T136,H2,L879,R32,O2,V2,G1,P1,A33,1,1
15666,D1192,T296,H2,L897,R36,O1,V1,G1,P2,A95,1,1
15667,D1192,T420,H2,L172,R32,O4,V2,G2,P2,A5,1,2
15668,D1192,T420,H2,L172,R32,O4,V2,G1,P1,A7,1,2
15669,D1192,T443,H2,L903,R15,O2,V2,G1,P1,A12,1,1
15670,D1192,T157,H2,L879,R15,O1,V1,G2,P2,A22,1,1
15671,D1192,T399,H2,L879,R18,O2,V1,G1,P1,A40,1,1
15672,D1192,T112,H2,L879,R18,O1,V2,G1,P4,A3,1,1
15673,D1192,T112,H2,L897,R32,O1,V2,G1,P2,A54,1,1
15674,D1192,T258,H2,L107,R60,O1,V5,G1,P1,A67,1,1
15675,D1193,T226,H1,L879,R32,O1,V1,G1,P1,A66,1,1
15676,D1193,T128,H1,L897,R19,O2,V2,G2,P2,A63,1,1
15677,D1193,T426,H2,L107,R15,O3,V1,G1,P1,A13,1,2
15678,D1193,T426,H2,L107,R15,O3,V1,G2,P2,A39,1,2
15679,D1193,T271,H2,L879,R32,O1,V1,G1,P3,A66,1,1
15680,D1193,T115,H2,L172,R79,O1,V8,G1,P4,A71,1,1
15681,D1193,T115,H1,L107,R19,O2,V1,G1,P1,A18,1,1
15682,D1193,T163,H1,L769,R32,O2,V1,G1,P3,A10,1,1
15683,D1193,T211,H2,L897,R32,O2,V2,G1,P1,A34,1,1
15684,D1193,T105,H2,L879,R32,O5,V1,G1,P2,A83,1,3
15685,D1193,T105,H2,L879,R32,O5,V1,G1,P2,A92,1,3
15686,D1193,T105,H2,L879,R32,O5,V1,G2,P1,A8,1,3
15687,D1193,T120,H2,L903,R32,O1,V1,G1,P1,A21,1,1
15688,D1193,T569,H2,L107,R18,O2,V2,G1,P1,A74,1,1
15689,D1193,T428,H1,L897,R23,O1,V1,G1,P1,A2,1,1
15690,D1193,T190,H1,L879,R18,O1,V1,G1,P4,A69,1,1
15691,D1193,T299,H2,L897,R32,O2,V1,G1,P2,A68,1,1
15692,D1193,T108,H2,L879,R32,O2,V2,G2,P1,A51,1,1
15693,D1193,T645,H1,L172,R19,O2,V2,G1,P4,A25,1,1
15694,D1193,T143,H2,L769,R32,O2,V1,G1,P4,A54,1,1
15695,D1193,T646,H2,L897,R36,O2,V1,G1,P3,A69,1,1
15696,D1194,T1476,H2,L172,R36,O1,V1,G1,P4,A74,1,1
15697,D1194,T135,H1,L897,R32,O1,V1,G2,P2,A82,1,1
15698,D1194,T233,H2,L897,R19,O1,V1,G2,P2,A91,1,1
15699,D1194,T435,H1,L897,R15,O1,V1,G1,P3,A67,1,1
15700,D1194,T799,H2,L107,R36,O1,V1,G1,P1,A4,1,1
15701,D1194,T219,H2,L879,R32,O2,V2,G1,P1,A70,1,1
15702,D1194,T300,H2,L903,R18,O1,V1,G2,P4,A21,1,1
15703,D1195,T234,H2,L172,R23,O1,V1,G1,P2,A72,1,1
15704,D1195,T777,H1,L897,R19,O1,V1,G1,P1,A22,1,1
15705,D1195,T255,H2,L172,R18,O4,V1,G1,P1,A23,1,2
15706,D1195,T255,H2,L172,R18,O4,V1,G1,P1,A50,1,2
15707,D1195,T519,H2,L897,R19,O1,V1,G1,P1,A72,1,1
15708,D1195,T127,H2,L897,R18,O2,V1,G1,P3,A22,1,1
15709,D1195,T541,H1,L903,R32,O1,V1,G1,P3,A20,1,1
15710,D1195,T229,H1,L107,R15,O1,V1,G1,P1,A72,1,1
15711,D1195,T185,H1,L107,R19,O2,V1,G1,P2,A43,1,1
15712,D1195,T148,H2,L897,R19,O2,V2,G1,P1,A68,1,1
15713,D1195,T148,H2,L897,R23,O1,V1,G1,P1,A30,1,1
15714,D1195,T133,H2,L172,R32,O1,V1,G1,P1,A54,1,1
15715,D1195,T599,H1,L897,R32,O2,V1,G1,P1,A53,1,1
15716,D1195,T120,H1,L879,R18,O2,V1,G1,P1,A74,1,1
15717,D1195,T120,H2,L897,R32,O2,V1,G2,P2,A13,1,1
15718,D1195,T418,H2,L172,R19,O1,V1,G1,P3,A7,1,1
15719,D1195,T428,H1,L107,R15,O1,V1,G2,P1,A15,1,1
15720,D1195,T215,H2,L172,R36,O1,V1,G1,P4,A84,1,1
15721,D1195,T108,H1,L879,R32,O4,V1,G1,P2,A65,1,2
15722,D1195,T108,H1,L879,R32,O4,V1,G1,P1,A70,1,2
15723,D1195,T542,H1,L172,R32,O1,V1,G2,P1,A32,1,1
15724,D1195,T856,H2,L172,R19,O1,V1,G1,P1,A2,1,1
15725,D1195,T399,H2,L879,R19,O1,V1,G2,P1,A8,1,1
15726,D1196,T873,H2,L897,R18,O1,V1,G2,P4,A43,1,1
